15375*58620*001	4862	DONE		2	FREE	0	15378	8		179|311|129	1|2|2	899|799|1499	N|Z|N	1|1|1		17.5|0|17.5
15385*55278*001	4911	DONE		2	FIRST	599	15390	8		301	2	699	Z	1		0
14582*71988*001	893	DONE		2	FREE	0	14582	7		151|184|205|282	2|2|2|2	1399|1300|999|999	N|N|N|Z	1|1|1|1		17.5|17.5|17.5|0
14709*72000*001	729	DONE		2	FREE	0	14709	8		235|213|255|29|289	2|2|2|1|1	1899|1999|799|1099|399.5	N|N|Z|N|Z	1|1|1|1|1	||||PRATCHETT1	17.5|17.5|0|17.5|0
14728*36900*001	1060	DONE		2	FREE	0	14732	7		151|130|93|35|178|60	1|1|1|2|1|1	1399|1050|5295|799|1499|499	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
15045*49344*001	942	DONE		1	FREE	0	15051	1		336|58|296|277|336|7|65	2|1|2|2|1|2|1	799|1300|699|699|799|1299|2499	Z|N|Z|Z|Z|N|N	1|1|1|1|1|1|1		0|17.5|0|0|0|17.5|17.5
15054*50853*001	2598	DONE		2	FIRST	599	15056	8		38	1	1399	N	1		17.5
15057*62925*001	412	DONE		2	FREE	0	15058	7		38|190|62|340|292	2|1|2|2|2	1399|999|1599|374.25|399.5	N|N|N|Z|Z	1|1|1|1|1	|||PENGUIN1|PRATCHETT1	17.5|17.5|17.5|0|0
15061*37680*001	903	DONE		2	FREE	0	15064	4		3|7|273	1|2|2	1499|1299|699	N|N|Z	1|1|1		17.5|17.5|0
15062*28218*001	2088	DONE		1	FREE	0	15064	8		99|19|18|173|158|182|318|309|85	1|2|2|2|1|2|1|2|1	1699|999|1099|1299|1599|1099|799|699|924	N|N|N|N|N|N|Z|Z|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|0|0|17.5
15181*27540*001	625	DONE		2	FIRST	599	15185	4		64	1	1699	N	1		17.5
15203*60706*001	95	DONE		1	FREE	0	15204	4		52|10|258|11	1|1|1|1	1300|2199|999|1499	N|N|Z|N	1|1|1|1		17.5|17.5|0|17.5
15203*61572*001	407	DONE		2	FIRST	599	15209	7		83	2	1099	N	1		17.5
15205*28664*001	1136	DONE		1	FREE	0	15205	3		156|100|308|328|260|199|21|281	2|2|1|1|1|1|1|1	1499|1599|699|599|699|4950|1599|799	N|N|Z|Z|Z|N|N|Z	1|1|1|1|1|1|1|1		17.5|17.5|0|0|0|17.5|17.5|0
15214*59840*001	2749	DONE		1	FREE	0	15215	7		320|9|25|127|195	2|2|1|2|2	699|1499|1099|2499|1188	Z|N|N|N|N	1|1|1|1|1		0|17.5|17.5|17.5|17.5
15302*32220*001	2155	DONE		2	FREE	0	15306	6		245|273|332|187|230	1|1|2|1|1	1300|699|799|799|1499	N|Z|Z|N|N	1|1|1|1|1		17.5|0|0|17.5|17.5
15331*56227*001	1143	DONE		2	FREE	0	15334	2		287|257|236	2|2|2	799|799|7999	Z|Z|N	1|1|1		0|0|17.5
15332*69300*001	1475	DONE		1	FREE	0	15338	3		154|111|314|303|99|160	2|1|1|2|1|1	3795|1499|799|899|1699|1399	N|N|Z|Z|N|N	1|1|1|1|1|1		17.5|17.5|0|0|17.5|17.5
15337*36225*001	357	DONE		1	FIRST	599	15339	6		343	1	749.25	Z	1	PENGUIN1	0
15351*50807*001	538	DONE		1	FREE	0	15357	9		263|214|3|41|197|329|135|346|302	2|2|1|2|2|1|2|2|2	699|1499|1499|1099|1999|449.25|899|799|699	Z|N|N|N|N|Z|N|Z|Z	1|1|1|1|1|1|1|1|1	|||||PENGUIN1	0|17.5|17.5|17.5|17.5|0|17.5|0|0
14514*66800*001	373	DONE		1	FIRST	599	14518	8		56|339|120	2|1|2	1399|374.25|399	N|Z|N	1|1|1	|PENGUIN1	17.5|0|17.5
14572*51940*001	845	DONE		1	FIRST	599	14576	1		7	1	1299	N	1		17.5
14973*52046*001	17	DONE		1	FREE	0	14974	8		320|173|78|214|118	2|2|2|1|2	699|1299|1499|1499|1499	Z|N|N|N|N	1|1|1|1|1		0|17.5|17.5|17.5|17.5
15039*68961*001	507	DONE		2	FIRST	599	15042	8		50|328	2|1	1599|599	N|Z	1|1		17.5|0
15192*36250*001	1178	DONE		1	FIRST	599	15196	2		293|109	1|1	399.5|1399	Z|N	1|1	PRATCHETT1	0|17.5
15195*49448*001	3559	DONE		1	FREE	0	15200	1		284|166|16|5|206|166	2|1|1|2|2|1	799|1699|1399|1099|1499|1699	Z|N|N|N|N|N	1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5
15204*39650*001	3867	DONE		2	FIRST	599	15204	3		251|341	1|1	799|374.25	Z|Z	1|1	|PENGUIN1	0|0
15297*58620*001	617	DONE		2	FREE	0	15299	5		233|90|257|242|327|244|225|164|73	1|2|1|2|1|1|1|1|1	1099|1399|799|1999|524.25|1599|1499|1099|499	N|N|Z|N|Z|N|N|N|N	1|1|1|1|1|1|1|1|1	||||PENGUIN1	17.5|17.5|0|17.5|0|17.5|17.5|17.5|17.5
14678*72000*001	206	DONE		2	FREE	0	14682	2		119|14|44|157|58	2|1|1|1|1	1599|1099|2299|1300|1300	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
14777*45252*001	220	DONE		2	FREE	0	14777	4		285|57|18|323|210	2|2|2|1|1	1299|1300|1099|699|799	Z|N|N|Z|N	1|1|1|1|1		0|17.5|17.5|0|17.5
14829*47835*001	357	DONE		2	FREE	0	14832	3		20|17|231|22|32|276|330	2|2|1|2|2|2|1	999|899|899|2699|999|799|449.25	N|N|N|N|N|Z|Z	1|1|1|1|1|1|1	||||||PENGUIN1	17.5|17.5|17.5|17.5|17.5|0|0
14959*58108*001	335	DONE		2	FREE	0	14961	8		341|310|321|138|136|290|114|81	2|1|1|2|2|1|2|1	374.25|799|699|2850|799|799|1499|1499	Z|Z|Z|N|N|Z|N|N	1|1|1|1|1|1|1|1	PENGUIN1	0|0|0|17.5|17.5|0|17.5|17.5
15056*70440*001	1857	DONE		1	FREE	0	15057	7		280|320	2|2	2000|699	Z|Z	1|1		0|0
15162*53280*001	3643	DONE		1	FREE	0	15162	4		77|172|344|179|293	1|1|1|2|1	499|1999|599.25|899|399.5	N|N|Z|N|Z	1|1|1|1|1	||PENGUIN1||PRATCHETT1	17.5|17.5|0|17.5|0
15241*35370*001	2044	DONE		1	FREE	0	15246	4		343|95|327|90|315|13|326|84|171	1|2|2|1|2|1|2|2|1	749.25|999|524.25|1399|799|1599|599.25|7500|1099	Z|N|Z|N|Z|N|Z|N|N	1|1|1|1|1|1|1|1|1	PENGUIN1||PENGUIN1||||PENGUIN1	0|17.5|0|17.5|0|17.5|0|17.5|17.5
15245*31302*001	674	DONE		2	FREE	0	15247	6		40|307|312|50	2|2|1|1	1299|699|699|1599	N|Z|Z|N	1|1|1|1		17.5|0|0|17.5
15316*50983*001	708	DONE		1	FREE	0	15322	6		29|238|309|284|73|241|308	1|1|2|1|1|1|1	1099|1099|699|799|499|8995|699	N|N|Z|Z|N|N|Z	1|1|1|1|1|1|1		17.5|17.5|0|0|17.5|17.5|0
15326*63656*001	460	DONE		2	FREE	0	15329	1		215|242|69|224|162|138	1|1|1|2|2|1	1300|1999|1599|1399|923|2850	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
15327*68859*001	1801	DONE		2	FREE	0	15327	4		226|65|228|38	2|2|2|1	799|2499|799|1399	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15368*71100*001	3417	DONE		1	FREE	0	15369	3		161|173|132|146|228|238|248	1|2|2|2|1|1|1	1299|1299|1399|999|799|1099|799	N|N|N|N|N|N|N	1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|17.5
14519*45255*001	529	DONE		2	FREE	0	14519	8		71|140|200|303|191|19	2|2|2|2|1|1	1099|1499|299|899|1316|999	N|N|N|Z|N|N	1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|17.5
14677*45252*001	134	DONE		2	FREE	0	14679	9		202|138|257|93	2|1|1|2	1300|2850|799|5295	N|N|Z|N	1|1|1|1		17.5|17.5|0|17.5
15007*52720*001	1120	DONE		1	FREE	0	15007	2		22|29|224|210|125|67	1|2|2|1|1|1	2699|1099|1399|799|499|899	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
15063*58398*001	3211	DONE		2	FREE	0	15063	8		184|23|13|220|18|50|81|240	1|2|2|2|1|2|2|2	1300|799|1599|1499|1099|1599|1499|1595	N|N|N|N|N|N|N|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|17.5|17.5
15087*48594*001	3308	DONE		1	FIRST	599	15093	6		162	2	923	N	1		17.5
15185*49708*001	1793	DONE		1	FREE	0	15191	9		158|348|46|322|276	1|2|2|1|2	1599|799|3195|699|799	N|Z|N|Z|Z	1|1|1|1|1		17.5|0|17.5|0|0
15264*47216*001	2124	DONE		1	FREE	0	15265	1		194|185|97	2|1|2	599|9095|1399	N|N|N	1|1|1		17.5|17.5|17.5
15328*53424*001	1472	DONE		1	FIRST	599	15328	4		337|315	1|1	799|799	Z|Z	1|1		0|0
15344*51300*001	4284	DONE		1	FREE	0	15345	7		227|153|97|18|307	1|2|2|2|1	1299|1300|1399|1099|699	N|N|N|N|Z	1|1|1|1|1		17.5|17.5|17.5|17.5|0
14691*45252*001	1049	DONE		2	FREE	0	14696	7		126|339|87|17|195	2|1|2|2|2	499|374.25|499|899|1188	N|Z|N|N|N	1|1|1|1|1	|PENGUIN1	17.5|0|17.5|17.5|17.5
14988*40798*001	1641	DONE		2	FREE	0	14994	1		49|175	2|2	999|5869	N|N	1|1		17.5|17.5
15174*60300*001	3544	DONE		1	FIRST	599	15177	7		45|26	1|1	1300|1399	N|N	1|1		17.5|17.5
15270*55472*001	2123	DONE		1	FREE	0	15275	5		250|180|105|56|75|55|31|241	2|2|1|2|1|1|1|2	1499|1099|1699|1399|1499|1300|1976|8995	N|N|N|N|N|N|N|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|17.5|17.5
15338*25641*001	2396	DONE		1	FREE	0	15343	6		70|188|117	1|1|2	1299|1599|5500	N|N|N	1|1|1		17.5|17.5|17.5
15341*37989*001	3677	DONE		2	FREE	0	15342	6		345|213|73	1|2|2	699|1999|499	Z|N|N	1|1|1		0|17.5|17.5
14647*30126*001	239	DONE		1	FREE	0	14647	2		348|311|285|17|50|264|189|157|337	1|2|1|1|1|2|1|2|1	799|799|1299|899|1599|699|999|1300|799	Z|Z|Z|N|N|Z|N|N|Z	1|1|1|1|1|1|1|1|1		0|0|0|17.5|17.5|0|17.5|17.5|0
14662*51200*001	23	DONE		1	FREE	0	14663	9		230|267|127|255|140|76|207|305|329	2|2|2|2|1|2|1|1|2	1499|699|2499|799|1499|5525|799|699|449.25	N|Z|N|Z|N|N|N|Z|Z	1|1|1|1|1|1|1|1|1	||||||||PENGUIN1	17.5|0|17.5|0|17.5|17.5|17.5|0|0
14705*43920*001	644	DONE		1	FREE	0	14709	8		100|246|88|296|19	1|1|1|2|2	1599|1299|1099|699|999	N|N|N|Z|N	1|1|1|1|1		17.5|17.5|17.5|0|17.5
14791*45252*001	791	DONE		2	FREE	0	14794	5		26|316|284|251|251|292|30	1|1|2|2|1|2|1	1399|799|799|799|799|399.5|499	N|Z|Z|Z|Z|Z|N	1|1|1|1|1|1|1	|||||PRATCHETT1	17.5|0|0|0|0|0|17.5
15138*49608*001	531	DONE		2	FREE	0	15143	6		246|169|71|171|252|331	1|1|2|1|2|1	1299|1099|1099|1099|799|449.25	N|N|N|N|Z|Z	1|1|1|1|1|1	|||||PENGUIN1	17.5|17.5|17.5|17.5|0|0
15179*43920*001	642	DONE		1	FIRST	599	15185	1		287	2	799	Z	1		0
15312*36666*001	662	DONE		1	FREE	0	15317	8		141|48|86	1|1|2	1299|499|1799	N|N|N	1|1|1		17.5|17.5|17.5
15322*27846*001	2867	DONE		1	FREE	0	15322	6		318|250|134|238	1|1|1|2	799|1499|699|1099	Z|N|N|N	1|1|1|1		0|17.5|17.5|17.5
15329*26964*001	3373	DONE		1	FREE	0	15330	4		325|37|97|69|146|18|37|83|40	2|1|2|2|2|1|2|2|2	374.25|1799|1399|1599|999|1099|1799|1099|1299	Z|N|N|N|N|N|N|N|N	1|1|1|1|1|1|1|1|1	PENGUIN1	0|17.5|17.5|17.5|17.5|17.5|17.5|17.5|17.5
15339*35784*001	3432	DONE		2	FREE	0	15342	8		272|279|190|330|339|81|197|17	1|1|2|2|2|2|1|2	899|699|999|449.25|374.25|1499|1999|899	Z|Z|N|Z|Z|N|N|N	1|1|1|1|1|1|1|1	|||PENGUIN1|PENGUIN1	0|0|17.5|0|0|17.5|17.5|17.5
15342*67500*001	2598	DONE		2	FREE	0	15346	5		267|225|53|265|181|342|86|307|142	1|2|2|2|1|2|2|1|2	699|1499|599|1199|1099|799|1799|699|1300	Z|N|N|Z|N|Z|N|Z|N	1|1|1|1|1|1|1|1|1		0|17.5|17.5|0|17.5|0|17.5|0|17.5
15363*67584*001	1240	DONE		2	FIRST	599	15368	7		145	1	1999	N	1		17.5
14484*67740*001	539	DONE		1	FREE	0	14490	4		301|198|213|206|301|255|173	1|1|2|1|2|1|1	699|1499|1999|1499|699|799|1299	Z|N|N|N|Z|Z|N	1|1|1|1|1|1|1		0|17.5|17.5|17.5|0|0|17.5
14604*55278*001	1050	DONE		2	FREE	0	14607	7		337|283|14|101|179	1|1|2|1|2	799|799|1099|899|899	Z|Z|N|N|N	1|1|1|1|1		0|0|17.5|17.5|17.5
14633*43200*001	922	DONE		2	FIRST	599	14637	1		26|152|313|57	1|1|2|1	1399|499|699|1300	N|N|Z|N	1|1|1|1		17.5|17.5|0|17.5
14643*27800*001	1285	DONE		1	FREE	0	14643	6		323|113|13	2|2|2	699|1599|1599	Z|N|N	1|1|1		0|17.5|17.5
14701*54000*001	1275	DONE		2	FREE	0	14707	9		191|182|11|109|84|60	1|1|2|1|2|2	1316|1099|1499|1399|7500|499	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
14889*42216*001	200	DONE		1	FREE	0	14890	5		16|70	2|2	1399|1299	N|N	1|1		17.5|17.5
14923*31884*001	1556	DONE		2	FREE	0	14927	3		149|325|78|132|85|290	2|1|1|2|1|1	999|374.25|1499|1399|924|799	N|Z|N|N|N|Z	1|1|1|1|1|1	|PENGUIN1	17.5|0|17.5|17.5|17.5|0
14974*37324*001	2703	DONE		1	FIRST	599	14974	5		85|32|244	2|1|1	924|999|1599	N|N|N	1|1|1		17.5|17.5|17.5
14992*30872*001	2856	DONE		1	FIRST	599	14995	5		303|29	1|1	899|1099	Z|N	1|1		0|17.5
15019*45252*001	443	DONE		1	FIRST	599	15022	3		28	1	999	N	1		17.5
15251*44464*001	2920	DONE		1	FIRST	599	15254	2		210	1	799	N	1		17.5
15298*36900*001	1737	DONE		2	FREE	0	15298	8		71|44|180|165|124	2|2|1|2|2	1099|2299|1099|1499|1499	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
15342*45900*001	3293	DONE		1	FREE	0	15345	7		23|347|170|275	1|1|2|1	799|1599|1300|699	N|Z|N|Z	1|1|1|1		17.5|0|17.5|0
14345*72000*001	26	DONE		2	FIRST	599	14350	1		266|164|275	2|1|2	799|1099|699	Z|N|Z	1|1|1		0|17.5|0
14733*43200*001	1236	DONE		1	FIRST	599	14736	1		350	2	899	Z	1		0
14752*68400*001	1723	DONE		2	FIRST	599	14754	3		226|245	2|2	799|1300	N|N	1|1		17.5|17.5
14960*33860*001	479	DONE		2	FIRST	599	14960	7		347|164	1|1	1599|1099	Z|N	1|1		0|17.5
15018*26813*001	1156	DONE		1	FREE	0	15022	7		332|129|141|205	1|2|1|1	799|1499|1299|999	Z|N|N|N	1|1|1|1		0|17.5|17.5|17.5
15067*65304*001	3223	DONE		1	FREE	0	15073	3		57|167	1|1	1300|5350	N|N	1|1		17.5|17.5
15089*63633*001	2817	DONE		1	FREE	0	15089	5		179|49|6|132|265	1|2|1|1|2	899|999|9901|1399|1199	N|N|N|N|Z	1|1|1|1|1		17.5|17.5|17.5|17.5|0
15152*27327*001	3601	DONE		1	FREE	0	15153	8		279|260|257|329|266|123|309|4|160	2|1|1|2|1|1|2|1|2	699|1399|799|449.25|799|499|699|599|1399	Z|Z|Z|Z|Z|N|Z|N|N	1|1|1|1|1|1|1|1|1	|MEYER1||PENGUIN1	0|0|0|0|0|17.5|0|17.5|17.5
15327*62244*001	1564	DONE		2	FREE	0	15332	8		258|288|185|141|222|7|273|148	2|1|2|1|2|1|1|2	999|799|9095|1299|1099|1299|699|499	Z|Z|N|N|N|N|Z|N	1|1|1|1|1|1|1|1		0|0|17.5|17.5|17.5|17.5|0|17.5
15331*55790*001	4049	DONE		2	FREE	0	15331	7		5|25|324|161|17|238|198	2|1|1|2|1|1|1	1099|1099|599|1299|899|1099|1499	N|N|Z|N|N|N|N	1|1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5|17.5
14386*36900*001	144	DONE		2	FIRST	599	14388	1		300|320	2|2	599|699	Z|Z	1|1		0|0
14630*68400*001	1219	DONE		2	FIRST	599	14633	7		262	1	699	Z	1		0
14665*39978*001	215	DONE		1	FREE	0	14669	1		54|227|101|157	2|2|1|2	499|1299|899|1300	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
14881*49608*001	1604	DONE		2	FREE	0	14883	7		71|300|254|221|46|185|88|175	2|2|1|1|1|1|1|2	1099|599|699|5399|3195|9095|1099|5869	N|Z|Z|N|N|N|N|N	1|1|1|1|1|1|1|1		17.5|0|0|17.5|17.5|17.5|17.5|17.5
14981*41712*001	1036	DONE		2	FREE	0	14987	8		99|223|145|313|70|7|91|300|77	2|2|1|1|1|1|2|2|1	1699|3000|1999|699|1299|1299|1499|599|499	N|N|N|Z|N|N|N|Z|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|17.5|17.5|0|17.5
15018*38104*001	1614	DONE		1	FREE	0	15022	3		208|135|50|143	2|2|1|2	1499|899|1599|1599	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15081*65304*001	947	DONE		2	FREE	0	15083	4		251|234|51|298|78	1|2|2|1|1	799|899|1300|699|1499	Z|N|N|Z|N	1|1|1|1|1		0|17.5|17.5|0|17.5
15212*42200*001	3937	DONE		2	FREE	0	15216	4		209|224|99|143|211|319|295|205|193	1|2|1|1|2|2|2|2|1	1499|1399|1699|1599|1399|799|1299|999|1099	N|N|N|N|N|Z|Z|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0|0|17.5|17.5
15341*62244*001	3995	DONE		1	FREE	0	15344	3		241|248	2|1	8995|799	N|N	1|1		17.5|17.5
15373*72000*001	1481	DONE		1	FIRST	599	15374	8		321|81|271	1|2|1	699|1499|699	Z|N|Z	1|1|1		0|17.5|0
14931*52851*001	753	DONE		2	FREE	0	14935	3		336|248|90|280|147	1|1|1|2|1	799|799|1399|2000|1799	Z|N|N|Z|N	1|1|1|1|1		0|17.5|17.5|0|17.5
14946*45509*001	1802	DONE		2	FREE	0	14946	2		307|43|141|37|332|61|91|225	2|2|2|1|2|2|1|2	699|1299|1299|1799|799|1099|1499|1499	Z|N|N|N|Z|N|N|N	1|1|1|1|1|1|1|1		0|17.5|17.5|17.5|0|17.5|17.5|17.5
14952*71098*001	1325	DONE		2	FREE	0	14953	8		114|39|333|193|41|163|345	1|2|1|2|1|2|1	1499|1300|799|1099|1099|1999|699	N|N|Z|N|N|N|Z	1|1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5|0
14953*42520*001	1253	DONE		2	FREE	0	14956	7		49|179|220|289|336|118|22|135|95	2|2|2|1|1|1|2|2|2	999|899|1499|399.5|799|1499|2699|899|999	N|N|N|Z|Z|N|N|N|N	1|1|1|1|1|1|1|1|1	|||PRATCHETT1	17.5|17.5|17.5|0|0|17.5|17.5|17.5|17.5
14973*49448*001	1544	DONE		2	FREE	0	14979	4		332|129|193|215|131|248|180	1|1|1|2|1|1|1	799|1499|1099|1300|1699|799|1099	Z|N|N|N|N|N|N	1|1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5|17.5
15002*71994*001	2119	DONE		2	FIRST	599	15008	7		331	1	449.25	Z	1	PENGUIN1	0
15130*27327*001	1329	DONE		1	FREE	0	15134	1		299|139|278|324|265|94	1|1|2|2|1|2	499|1099|799|599|1199|499	Z|N|Z|Z|Z|N	1|1|1|1|1|1		0|17.5|0|0|0|17.5
15304*67532*001	3095	DONE		1	FIRST	599	15307	7		211|222	1|1	1399|1099	N|N	1|1		17.5|17.5
15188*36340*001	824	DONE		1	FREE	0	15191	4		276|190|194|171|221|54	1|2|2|1|2|1	799|999|599|1099|5399|499	Z|N|N|N|N|N	1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5
15201*45984*001	1726	DONE		1	FREE	0	15205	6		221|256|175|88|269|208|63|192|347	1|2|1|1|1|1|2|1|2	5399|799|5869|1099|1499|1499|1699|1499|1599	N|Z|N|N|Z|N|N|N|Z	1|1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|0|17.5|17.5|17.5|0
15211*55510*001	298	DONE		2	FREE	0	15213	5		27|315|93	1|2|1	899|799|5295	N|Z|N	1|1|1		17.5|0|17.5
15311*31815*001	4381	DONE		1	FIRST	599	15313	3		58	2	1300	N	1		17.5
15328*37107*001	3603	DONE		1	FIRST	599	15333	9		164	1	1099	N	1		17.5
15311*38871*001	3950	DONE		2	FREE	0	15312	8		230|39|183|284|136|251|274|32	2|1|2|1|2|2|1|2	1499|1300|1999|799|799|799|999|999	N|N|N|Z|N|Z|Z|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|0|0|17.5
15312*70623*001	3143	DONE		1	FREE	0	15313	6		297|146|198|273|92|38|180	1|1|1|2|2|2|2	699|999|1499|699|1499|1399|1099	Z|N|N|Z|N|N|N	1|1|1|1|1|1|1		0|17.5|17.5|0|17.5|17.5|17.5
15318*30933*001	2474	DONE		2	FREE	0	15324	6		155|138|85|326|298|286	2|1|1|2|2|2	4000|2850|924|599.25|699|799	N|N|N|Z|Z|Z	1|1|1|1|1|1	|||PENGUIN1	17.5|17.5|17.5|0|0|0
14405*33000*001	208	DONE		2	FREE	0	14408	8		185|263|190|196|265|37|277	1|1|1|1|1|2|1	9095|699|999|1499|1199|1799|699	N|Z|N|N|Z|N|Z	1|1|1|1|1|1|1		17.5|0|17.5|17.5|0|17.5|0
14738*64800*001	1672	DONE		2	FREE	0	14744	9		158|320|177|171	2|1|2|2	1599|699|1499|1099	N|Z|N|N	1|1|1|1		17.5|0|17.5|17.5
14840*65943*001	1213	DONE		2	FIRST	599	14840	8		349	1	899	Z	1		0
14953*41654*001	393	DONE		2	FIRST	599	14955	9		148	2	499	N	1		17.5
14972*53778*001	2692	DONE		1	FREE	0	14977	5		117|125|57|227|170|278|33|198	1|2|2|2|2|1|2|2	5500|499|1300|1299|1300|799|1300|1499	N|N|N|N|N|Z|N|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0|17.5|17.5
15029*26813*001	127	DONE		2	FIRST	599	15031	8		158|321|130	1|1|2	1599|699|1050	N|Z|N	1|1|1		17.5|0|17.5
15037*41799*001	3107	DONE		1	FREE	0	15041	8		98|264|112|216|6|269|53	1|1|2|2|2|1|2	899|699|1399|1499|9901|1499|599	N|Z|N|N|N|Z|N	1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|0|17.5
15084*70364*001	3296	DONE		2	FREE	0	15088	1		212|297|266|347|93|321	1|2|2|2|1|2	1499|699|799|1599|5295|699	N|Z|Z|Z|N|Z	1|1|1|1|1|1		17.5|0|0|0|17.5|0
15095*56949*001	1365	DONE		2	FREE	0	15095	3		317|300|345|7|89|217|343	1|1|2|2|1|1|1	699|599|699|1299|1299|1499|749.25	Z|Z|Z|N|N|N|Z	1|1|1|1|1|1|1	||||||PENGUIN1	0|0|0|17.5|17.5|17.5|0
15165*67320*001	153	DONE		1	FREE	0	15165	4		26|333|69|45|6|315|306	2|1|1|2|1|1|2	1399|799|1599|1300|9901|799|699	N|Z|N|N|N|Z|Z	1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|0|0
15201*71098*001	3850	DONE		2	FREE	0	15203	8		210|125|24|212|335|318|232|322	1|1|1|2|1|1|1|1	799|499|1499|1499|799|799|1699|699	N|N|N|N|Z|Z|N|Z	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|0|0|17.5|0
15322*62685*001	3878	DONE		1	FREE	0	15324	2		3|253|25|184|308|166|271|175|253	1|2|2|1|2|2|2|2|1	1499|699|1099|1300|699|1699|699|5869|699	N|Z|N|N|Z|N|Z|N|Z	1|1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|0|17.5|0|17.5|0
15365*38445*001	4786	DONE		2	FIRST	599	15371	7		160|286|190	1|1|1	1399|799|999	N|Z|N	1|1|1		17.5|0|17.5
14638*64800*001	191	DONE		1	FREE	0	14639	9		347|133|93|5|201	2|2|2|2|2	1599|1599|5295|1099|2499	Z|N|N|N|N	1|1|1|1|1		0|17.5|17.5|17.5|17.5
14662*43400*001	749	DONE		1	FREE	0	14668	6		98|196|343|182|22|292|32|258	1|1|2|2|1|1|1|2	899|1499|749.25|1099|2699|399.5|999|999	N|N|Z|N|N|Z|N|Z	1|1|1|1|1|1|1|1	||PENGUIN1|||PRATCHETT1	17.5|17.5|0|17.5|17.5|0|17.5|0
14747*28800*001	589	DONE		1	FIRST	599	14749	3		258|151|178	2|1|1	999|1399|1499	Z|N|N	1|1|1		0|17.5|17.5
15047*47835*001	96	DONE		2	FREE	0	15051	9		173|155	2|1	1299|4000	N|N	1|1		17.5|17.5
15149*61359*001	2767	DONE		1	FIRST	599	15149	8		253|114	1|2	699|1499	Z|N	1|1		0|17.5
15156*50724*001	1601	DONE		1	FREE	0	15157	7		190|334|203|255|178	1|1|2|1|1	999|799|1699|799|1499	N|Z|N|Z|N	1|1|1|1|1		17.5|0|17.5|0|17.5
15205*45118*001	911	DONE		1	FREE	0	15211	7		162|253|204|313|216|15|293	2|1|1|2|2|1|2	923|699|1299|699|1499|1300|399.5	N|Z|N|Z|N|N|Z	1|1|1|1|1|1|1	||||||PRATCHETT1	17.5|0|17.5|0|17.5|17.5|0
15226*55710*001	4044	DONE		1	FIRST	599	15229	1		60|179	1|1	499|899	N|N	1|1		17.5|17.5
15293*62640*001	4326	DONE		1	FIRST	599	15299	1		330|252|183	1|1|1	449.25|799|1999	Z|Z|N	1|1|1	PENGUIN1	0|0|17.5
15313*41517*001	1324	DONE		2	FREE	0	15314	3		138|223|182|129	2|2|2|1	2850|3000|1099|1499	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15350*62100*001	4681	DONE		2	FREE	0	15353	9		220|97|236|9|83	1|2|2|2|1	1499|1399|7999|1499|1099	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
14803*52720*001	1463	DONE		1	FREE	0	14805	8		108|177|283|214	1|1|1|2	1499|1499|799|1499	N|N|Z|N	1|1|1|1		17.5|17.5|0|17.5
14841*61750*001	1739	DONE		1	FREE	0	14847	9		103|119|86|62|90	2|2|2|1|1	1599|1599|1799|1599|1399	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
14960*42520*001	917	DONE		1	FREE	0	14960	4		266|137|273	2|2|1	799|1599|699	Z|N|Z	1|1|1		0|17.5|0
