	15510*29031.743*1
146	14386*60300*001|14478*59232*001|14575*58625*001|14721*64980*001|14731*43920*001|14768*49708*001|14819*47216*001|14959*32128*001|15320*37989*001
1943	14818*33456*001|15036*67320*001|15190*59840*001|15256*66800*001
2446	14933*36340*001|14976*27849*001|15078*31884*001|15210*48582*001
2949	15002*56396*001|15194*56376*001|15313*34461*001|15319*68859*001
3452	15120*41910*001|15340*61362*001
3955	15214*64170*001
4458	15321*43991*001
4961	15395*55278*001
649	14518*56400*001|14605*48594*001|14625*64800*001|14714*41580*001|14785*67740*001|14951*49448*001|15037*26709*001|15103*54000*001|15182*47480*001
1441	14677*58620*001|14722*56392*001|14850*42744*001|14880*60300*001|15096*53607*001|15320*59598*001|15323*41517*001|15327*57393*001|15336*63656*001|15340*70623*001|15356*29700*001
147	14387*40800*001|14425*33000*001|14442*40800*001|14481*29454*001|14501*40800*001|14776*67532*001|15218*51180*001
1944	14818*49968*001|14952*65902*001|14958*30396*001|14966*60706*001|15022*36897*001|15056*28320*001|15065*53871*001|15270*71984*001|15332*64449*001
2447	14933*47480*001|14983*54096*001|15012*48594*001|15167*41580*001|15326*56664*001|15336*45302*001|15339*37107*001
2950	15002*57814*001|15030*26871*001|15143*57744*001|15316*47924*001
3453	15120*51936*001|15205*58974*001
3956	15214*66768*001|15305*29880*001|15365*47275*001
4459	15321*45739*001
4962	15395*65304*001
650	14518*61600*001|14674*61200*001|14761*72000*001|14768*36340*001|14836*41799*001|14913*71994*001|14960*38190*001|14987*66480*001|15215*41654*001|15262*63728*001|15278*35600*001|15311*31374*001|15342*47700*001
1442	14678*32400*001|15301*63076*001|15333*59157*001|15375*68646*001
148	14387*56400*001|14495*72000*001|14660*64608*001|14762*65304*001|14847*38781*001|14889*46470*001|15035*45252*001|15043*53871*001|15057*44817*001|15070*66975*001|15337*43722*001
1945	14819*36208*001|14827*65943*001|15325*36225*001|15329*51660*001|15332*49455*001|15338*53865*001|15363*61403*001
2448	14933*56392*001|14969*28664*001|14979*58224*001|15311*70182*001
2951	15002*60650*001|15040*49344*001|15240*68100*001
3454	15120*68646*001|15177*50940*001|15318*53424*001|15356*36000*001
3957	15214*68500*001
4460	15321*47050*001|15347*28732*001
4963	15396*36000*001
651	14518*66800*001|14767*31884*001|15047*44817*001|15194*42520*001|15312*63126*001|15338*45045*001|15363*53456*001
1443	14678*36000*001|14771*34112*001|14836*61416*001|14918*45252*001|14970*31262*001|15008*35226*001|15149*54978*001|15214*45984*001|15270*52720*001|15273*71984*001
149	14387*72000*001|15061*70440*001|15194*40788*001|15196*48150*001|15208*71100*001
1946	14819*69232*001|14959*40788*001|14970*41654*001|15034*63633*001|15144*42216*001|15288*60300*001|15294*40796*001|15336*35251*001
2449	14933*60848*001|14952*31262*001|15169*69660*001|15322*71505*001
2952	15002*67740*001|15096*40239*001|15153*43506*001
3455	15121*39600*001|15130*59232*001|15137*40089*001|15322*50337*001|15329*29169*001
3958	15215*27798*001|15239*67914*001|15294*67532*001|15306*51936*001|15329*61803*001
4461	15321*52294*001
4964	15396*39600*001
652	14518*72000*001|14529*48600*001|14687*71988*001|14922*69867*001|14946*51690*001|14951*70232*001|14984*40798*001|15040*59907*001|15104*55278*001|15242*31050*001|15244*56400*001
1444	14678*54000*001|14970*64170*001|15074*53607*001|15203*53778*001|15347*68467*001
150	14388*40800*001|14485*67740*001|14662*48600*001|14708*67532*001|14830*64434*001|14894*33708*001|15048*61416*001
1947	14819*71984*001|14951*36458*001|15209*45118*001|15314*34461*001
2450	14934*35835*001|14972*47716*001|14996*40798*001|15249*40800*001|15359*59637*001
2953	15002*69158*001
3456	15121*57600*001|15138*47574*001|15166*67532*001|15197*54644*001|15208*59200*001|15346*28800*001|15367*34913*001
3959	15215*32994*001|15296*34560*001
4462	15321*54916*001
4965	15396*61200*001
653	14519*72000*001|14632*57600*001|14853*44817*001|14988*32290*001|14998*53560*001|15009*26871*001|15049*59907*001|15164*58620*001|15281*69660*001
1445	14678*57600*001|14845*65943*001|14959*70232*001|14977*37962*001|15053*56889*001|15082*51936*001|15173*43024*001|15195*69366*001|15204*37100*001|15327*46368*001
151	14388*56400*001|14441*72000*001|14475*71994*001|14647*64608*001|14656*69400*001|14858*29268*001|14860*70050*001|14960*29530*001|15133*71982*001|15247*41472*001|15339*32256*001
1948	14820*57375*001|14824*52362*001|15044*50853*001|15282*27540*001
2451	14935*34112*001|15089*36897*001|15252*53800*001|15332*58275*001
2954	15002*70576*001|15330*63567*001
3457	15121*61200*001
3960	15215*38190*001|15341*59598*001
4463	15321*55353*001
4966	15396*64800*001
654	14519*31885*001|14560*71995*001|14587*65304*001|14820*33975*001|14925*56392*001|15128*31581*001|15180*54164*001|15201*69366*001|15385*65304*001
1446	14679*28542*001|14777*43024*001|14923*58620*001|14947*50314*001|15031*46923*001|15358*43200*001
152	14388*72000*001|14475*37962*001|14523*36900*001|14608*41910*001|14662*40800*001|14707*60300*001|14727*31884*001|14823*66150*001|14975*47716*001|15053*61416*001|15275*27952*001
1949	14821*36208*001|14827*61416*001|15011*51008*001|15011*65525*001|15201*35592*001|15224*63846*001|15311*36225*001|15320*61362*001|15345*42860*001
2452	14935*36340*001|15319*46368*001|15338*51219*001
2955	15003*26576*001|15008*28542*001|15037*47835*001
3458	15122*51936*001|15212*62600*001|15295*46260*001|15338*50337*001
3961	15215*44252*001|15328*35784*001
4464	15321*68026*001|15349*71116*001
4967	15397*28800*001
655	14520*48600*001|14634*50400*001|14739*35226*001|14845*52362*001|15011*41330*001|15018*54234*001|15311*39312*001|15356*68400*001|15396*46800*001
1447	14679*55278*001|15326*44865*001|15344*64800*001
153	14389*36900*001|14407*56400*001|14480*42216*001|14482*67320*001|15165*67320*001|15259*27952*001|15259*33456*001|15287*27428*001|15313*49896*001
1950	14821*38960*001|15000*46470*001|15066*42360*001|15321*48798*001
2453	14935*56392*001|14997*58224*001|15312*68418*001|15334*42399*001
2956	15003*27952*001|15242*60300*001
3459	15122*65304*001|15284*64980*001
3962	15215*49448*001
4465	15322*29610*001
4968	15397*32400*001
656	14520*60300*001|14646*69400*001|14783*58620*001|14839*62925*001|14849*41799*001|14975*54644*001|15042*61416*001|15189*28664*001|15236*44700*001|15314*56952*001
1448	14679*58620*001|14970*54644*001|14971*26932*001|15327*44604*001
154	14389*48600*001|14446*33000*001|14468*54978*001|14486*37962*001|14500*51200*001|14650*27800*001|14723*43920*001|14738*39600*001|14772*69760*001|14956*70232*001
1951	14821*41712*001|14952*61572*001|15152*33708*001|15266*49968*001|15314*37107*001
2454	14935*67532*001|14962*71964*001|15042*37272*001|15198*56376*001|15312*28287*001|15340*64890*001
2957	15003*37584*001|15200*36250*001|15272*61600*001|15336*41806*001
3460	15123*46800*001|15318*57834*001|15323*47691*001|15349*43743*001
3963	15215*51180*001
4466	15322*35343*001
4969	15397*36000*001
657	14521*31050*001|14589*31884*001|15078*40239*001|15170*34112*001|15338*38871*001
1449	14679*68646*001|14749*61200*001|14821*60976*001|14852*43308*001|14878*40800*001|14960*58974*001
155	14389*60300*001|14425*40800*001|14458*72000*001|14528*31050*001|14685*68646*001|14792*69760*001|14812*63728*001|14863*40800*001|14876*38850*001|14962*26932*001|14993*37584*001|15001*62352*001|15059*50853*001|15240*46650*001|15350*46800*001
1952	14821*49968*001|14856*46650*001|14905*67740*001|14977*45052*001
2455	14936*35835*001|15036*36120*001|15050*46326*001|15301*29656*001|15341*63567*001
2958	15003*47216*001|15062*49344*001|15157*42216*001|15185*65304*001|15317*26964*001|15371*43743*001
3461	15123*54000*001|15317*71064*001
3964	15215*52912*001
4467	15322*38430*001
4970	15397*46800*001
658	14521*36900*001|14816*52720*001|14829*67452*001|14841*48592*001|15045*40290*001|15051*62640*001|15176*34112*001
1450	14680*28542*001|14961*57871*001|14973*65036*001|15051*51720*001
156	14389*72000*001|14401*72000*001|14478*71994*001|14516*72000*001|14621*55278*001|14657*71997*001|14716*48600*001|14824*55380*001|14954*69366*001|15050*53871*001|15139*31581*001|15185*31884*001|15314*57834*001|15322*58716*001|15331*69774*001
1953	14821*55472*001|14880*58350*001|15095*45252*001|15322*48132*001
2456	14936*40089*001|15064*28218*001|15065*70470*001|15095*71988*001|15365*29615*001
2959	15003*48592*001|15076*31884*001|15140*63486*001
3462	15123*57600*001|15214*60706*001|15310*36900*001
3965	15215*58108*001|15226*57744*001
4468	15322*58275*001|15344*42300*001
4971	15397*54000*001
659	14521*42750*001|14568*65310*001|14623*64800*001|14884*33336*001|14994*40798*001|15046*31440*001|15168*40796*001|15192*27750*001
1451	14680*35226*001|14723*55620*001|14736*41910*001|14796*28125*001|14954*70232*001|14984*33708*001|15193*65902*001|15312*52983*001
157	14390*40800*001|14459*29454*001|14487*33708*001|14494*35600*001|14644*71997*001|14664*66800*001|15050*67452*001|15094*35226*001|15201*42520*001|15217*32994*001|15290*27428*001|15331*44428*001|15334*42840*001
1954	14821*63728*001|15200*43050*001|15230*37404*001|15315*41076*001|15363*46392*001
2457	14936*46470*001|15352*63000*001|15354*35100*001
2960	15003*60976*001|15142*35835*001|15221*48600*001|15322*66654*001|15357*70233*001
3463	15123*68400*001
3966	15215*67634*001
4469	15322*67095*001
4972	15397*57600*001
660	14521*54450*001|14676*28542*001|14756*54000*001|14895*46470*001|15003*67856*001|15035*30213*001
1452	14680*61962*001|14766*61359*001|14858*41472*001|14955*64170*001|15063*37272*001|15150*57105*001|15178*29656*001|15191*39922*001|15322*42399*001|15336*31755*001
158	14390*56400*001|14490*66800*001|14653*33000*001|14950*52046*001|14958*49448*001|15084*49395*001|15216*66850*001|15282*43920*001|15303*41580*001|15363*47275*001
1955	14821*69232*001|14835*58398*001|14867*70050*001|14926*67740*001|14972*40788*001|15190*67634*001|15205*64170*001
2458	14937*27327*001|14949*38190*001|14961*40211*001|15188*51936*001|15302*72000*001
2961	15003*70608*001
3464	15124*35226*001|15185*40796*001|15249*29100*001
3967	15216*33700*001|15355*56105*001
4470	15322*69300*001|15372*70200*001
4973	15398*28542*001
661	14521*60300*001|14870*49608*001|15114*68400*001|15168*36340*001|15189*50314*001|15308*45252*001|15334*71064*001
1453	14680*65304*001|14870*61812*001|15171*49708*001|15176*54164*001|15332*41517*001|15365*40211*001
159	14390*72000*001|14411*62640*001|14418*64200*001|14620*36000*001|14869*50550*001|15168*67532*001
1956	14821*71984*001|14964*26932*001|14966*70232*001|14974*35592*001|14987*43088*001|15209*26932*001|15341*63126*001
2459	14937*29454*001|14947*39056*001|15004*67740*001|15015*38104*001|15310*53280*001
2962	15004*28036*001|15073*46923*001|15314*53865*001|15316*40932*001|15338*26964*001|15374*43200*001
3465	15124*61962*001|15323*61362*001|15343*29615*001
3968	15216*36250*001|15325*46809*001|15357*47275*001
4471	15322*70623*001|15348*30600*001
4974	15398*31884*001
662	14521*66150*001|14607*58620*001|14833*50853*001|14982*49306*001|15118*28542*001|15129*37962*001|15283*27428*001|15312*36666*001|15328*62685*001|15377*72000*001
1454	14680*68646*001|14795*60976*001|14870*51642*001|14949*65036*001|14975*61572*001|15330*69300*001|15334*39312*001
160	14391*48600*001|14403*72000*001|14514*46000*001|14865*60300*001|14871*38850*001|14881*39438*001|14908*36900*001|14913*37962*001|14981*48592*001|15074*58620*001|15207*31262*001|15317*37107*001
1957	14822*33456*001|14912*63486*001|15026*53607*001|15166*34112*001|15343*62286*001
2460	14937*31581*001|15202*58108*001
2963	15004*42216*001|15036*33000*001
3466	15125*28800*001|15132*69867*001|15194*65036*001|15324*70623*001
3969	15216*43900*001|15313*56952*001|15346*69300*001
4472	15323*29169*001|15366*72000*001
4975	15398*38568*001
663	14522*31050*001|14733*54000*001|14826*61416*001|14847*55380*001|14867*52500*001|14919*44343*001|14939*31581*001|15010*61962*001|15190*32128*001
1455	14681*58620*001|14921*52851*001|15159*40796*001|15346*26100*001
161	14391*60300*001|14781*69867*001|14838*41799*001|15019*40239*001|15126*51936*001|15328*46809*001|15333*26082*001|15354*27900*001
1958	14822*55472*001|14827*56889*001|14954*27798*001|15083*45252*001|15091*68646*001|15288*43920*001
2461	14937*33708*001
2964	15004*43634*001|15034*33555*001|15218*69366*001|15297*45252*001|15321*50546*001
3467	15125*36000*001|15307*32220*001|15360*50400*001
3970	15216*44750*001|15279*44464*001|15333*35784*001
4473	15323*39312*001
4976	15398*55278*001
664	14522*36900*001|14701*61200*001|14738*54000*001|14884*69948*001|15313*37989*001|15319*54306*001|15328*41076*001|15358*28800*001
1456	14681*71988*001|14996*33708*001|15004*59232*001|15128*37962*001|15160*67320*001|15320*33138*001
162	14391*72000*001|14410*72000*001|14527*54450*001|14791*27428*001|15054*38781*001|15263*40800*001|15319*71505*001|15320*66654*001
1959	14822*66480*001|14840*59907*001|14850*35434*001|14882*56400*001|15004*33708*001|15034*31884*001|15128*40089*001|15129*44343*001|15135*50724*001|15195*26932*001|15329*55188*001|15371*65818*001
2462	14937*52851*001|14962*59840*001|14973*63304*001|14978*57814*001|15033*56949*001|15050*55380*001|15105*61200*001|15337*60039*001
2965	15004*47888*001
3468	15125*43200*001|15344*44100*001
3971	15216*54100*001|15232*43506*001|15330*41076*001
4474	15323*39753*001
4977	15398*58620*001
665	14522*72000*001|14590*48594*001|14665*57219*001|14715*40796*001|14959*48582*001|14989*44464*001|15208*56650*001|15330*55629*001
1457	14682*36000*001|14862*71982*001|14956*32994*001|14962*44252*001|14972*26932*001|15005*30704*001|15331*43117*001|15338*49896*001
163	14392*40800*001|14415*56400*001|14742*72000*001|14839*35763*001|14852*34254*001|15170*54164*001|15317*34020*001|15363*35796*001
1960	14823*36900*001|14954*37324*001|15172*50940*001|15393*28542*001
2463	14937*61359*001|15072*68646*001|15085*60291*001|15195*57242*001
2966	15004*53560*001|15283*47480*001|15318*66213*001|15324*28287*001
3469	15125*72000*001|15211*68500*001|15218*57242*001|15289*32220*001|15361*64935*001
3972	15216*69400*001|15248*38850*001
4475	15323*47250*001
4978	15398*65304*001
666	14523*48600*001|14609*48594*001|14683*28542*001|14725*36340*001|14851*44817*001|14950*41654*001|14954*56376*001|15067*53607*001|15334*69741*001
1458	14682*43200*001|14816*44464*001|15019*33555*001|15216*34550*001|15328*29610*001|15370*41400*001
164	14392*56400*001|14445*72000*001|14449*40800*001|14640*61200*001|14700*41910*001|14813*36208*001|14849*29727*001|15012*31884*001|15025*46169*001|15053*49344*001|15313*43281*001|15321*59286*001
1961	14823*45675*001|14867*58350*001|15316*31318*001|15328*55629*001|15341*39753*001|15356*48600*001
2464	14937*65613*001|14958*68500*001|15014*56949*001
2967	15004*63486*001|15058*38781*001|15236*31050*001
3470	15126*31884*001
3973	15216*70250*001
4476	15323*49896*001
4979	15399*50400*001
667	14523*54450*001|14688*31884*001|14747*46800*001|14753*35226*001|14863*44700*001|14920*65304*001|15319*41076*001
1459	14682*46800*001|14804*63728*001|14876*34950*001|15265*46000*001|15355*45509*001|15365*54339*001
165	14392*72000*001|14446*56400*001|14451*72000*001|14717*57960*001|14825*71979*001|14869*31050*001|14928*47480*001|14942*69867*001|14966*63304*001|14981*26576*001|15061*31440*001|15298*55620*001|15322*28287*001|15335*51660*001
1962	14823*51525*001|14954*61572*001|14964*54644*001|15321*67589*001
2465	14938*58620*001|14960*62438*001|15261*53800*001|15302*39240*001|15336*26511*001|15339*67095*001
2968	15004*69158*001|15214*32128*001|15232*53676*001|15322*67977*001|15341*62685*001|15357*35796*001|15370*32400*001|15397*72000*001
3471	15126*38568*001|15316*29133*001|15327*63126*001
3974	15216*71100*001|15295*62640*001|15325*41958*001
4477	15323*62244*001|15355*26966*001
4980	15399*72000*001
668	14523*60300*001|14773*54164*001|14783*67532*001|14827*29727*001|14840*44817*001|14995*38960*001|15203*56376*001|15330*69741*001
1460	14682*64800*001|14787*67532*001|14858*33336*001|14867*31050*001|15031*53607*001|15153*29268*001|15204*63450*001|15314*27846*001|15319*31374*001|15362*26100*001|15363*71999*001
166	14393*40800*001|14466*42216*001|14487*42216*001|14710*48600*001|14776*36340*001|14797*55472*001|14815*52720*001|14881*37404*001|14889*71994*001|15000*54978*001|15185*47480*001
1963	14823*63225*001|14834*35763*001|14916*71988*001|14951*68500*001|14973*27798*001|15345*46392*001|15348*40500*001|15351*58754*001
2466	14938*69760*001|14991*60976*001|15001*65104*001|15190*56376*001|15213*44252*001|15334*25641*001|15338*36666*001
2969	15004*70576*001|15021*30039*001|15080*28542*001
3472	15126*58620*001|15205*45984*001|15314*36666*001
3975	15217*35592*001|15366*65700*001
4478	15323*67536*001
4981	15400*35226*001
669	14523*66150*001|14574*58625*001|14627*32400*001|14713*36340*001|14866*37404*001|14959*30396*001|14971*35592*001|15007*66480*001|15042*62925*001|15198*61572*001
1461	14682*72000*001|14708*69760*001|14724*41580*001|14947*46850*001|15022*38568*001|15026*28542*001|15110*32400*001|15253*27952*001|15354*38700*001
167	14393*56400*001|14435*64200*001|14506*72000*001|14533*42750*001|14952*41654*001|15209*33860*001|15274*56400*001|15341*66654*001|15358*27000*001
1964	14823*72000*001|14830*26709*001|15094*66975*001|15241*27234*001|15258*69400*001|15341*56952*001
2467	14939*29454*001|14969*49448*001|14970*43386*001|14971*45118*001|15050*44817*001|15179*32220*001|15362*72000*001
2970	15004*71994*001|15024*46923*001|15193*34726*001|15199*68500*001|15323*49014*001|15334*64008*001
3473	15126*65304*001|15229*62250*001
3976	15217*39922*001|15249*66150*001|15327*37989*001|15358*31500*001
4479	15323*69300*001
4982	15400*38568*001
670	14524*31050*001|14731*46260*001|14847*52362*001|14860*54450*001|14881*27234*001|14931*35835*001|15032*26813*001|15234*65880*001|15319*34902*001
1462	14683*38568*001|14766*67740*001|14966*53778*001|14976*51690*001|14982*26618*001|15051*47040*001|15081*33555*001|15324*65331*001|15332*33579*001
168	14393*72000*001|14452*72000*001|14514*72000*001|14605*55278*001|14819*52720*001|15185*71988*001
1965	14824*72000*001|14988*29454*001|15020*55278*001|15050*34254*001|15067*60291*001|15072*51936*001|15083*58620*001|15184*29880*001
2468	14939*37962*001|15019*43581*001
2971	15005*29328*001|15070*71988*001|15191*66768*001|15194*45984*001
3474	15127*31884*001|15337*41958*001|15345*49041*001|15373*39600*001
3977	15217*49448*001
4480	15324*26964*001
4983	15400*48594*001
671	14524*42750*001|14657*67071*001|14765*49708*001|14772*31884*001|14775*36340*001|14964*67634*001|15352*26100*001
1463	14683*41910*001|14730*39240*001|14769*29656*001|14803*52720*001|14847*35763*001|14874*46650*001|14962*65902*001|14975*58108*001|15030*58620*001|15051*28320*001|15252*48600*001|15350*30600*001
169	14394*36900*001|14464*62640*001|14655*71997*001|14790*45252*001|14934*40089*001|14945*45252*001|14964*66768*001|15069*63633*001|15204*32850*001|15229*29100*001|15317*53865*001
1966	14824*62925*001|14969*37324*001|15110*54000*001|15197*52912*001
2469	14939*46470*001|14966*39056*001|15246*36900*001
2972	15005*33456*001|15012*50265*001|15012*71988*001|15033*40239*001|15128*57105*001|15366*63900*001
3475	15127*38568*001|15228*69948*001
3978	15217*57242*001|15235*42750*001
4481	15324*32697*001
4984	15400*51936*001
672	14524*48600*001|14551*58625*001|14975*31262*001|15032*33265*001|15320*45045*001|15336*64967*001|15365*39328*001|15374*68400*001
1464	14683*45252*001|14773*69760*001|14782*31884*001|14952*47716*001|15165*29880*001|15254*30400*001|15314*38871*001
170	14394*48600*001|14793*60300*001|14877*65880*001|15072*40239*001
1967	14824*64434*001|15267*35600*001|15336*32629*001|15337*58716*001|15344*66600*001
2470	14939*48597*001|14950*68500*001|14965*32128*001|14987*54096*001|15001*38960*001|15218*27798*001
2973	15005*40336*001|15087*61962*001
3476	15127*68646*001|15328*37548*001|15338*42840*001
3979	15217*58974*001|15328*65331*001
4482	15324*33579*001
4985	15400*55278*001
673	14524*54450*001|14677*71988*001|14825*46326*001|14974*62438*001|14981*66480*001|15058*56889*001|15205*48582*001
1465	14683*51936*001|14713*38568*001|14790*38568*001|14856*40800*001|14953*62438*001|14983*44464*001|15303*64980*001|15316*44428*001|15389*43200*001
171	14394*60300*001|14774*67740*001|14904*71994*001|15022*35226*001|15047*59907*001|15287*54164*001|15330*63126*001
1968	14824*70470*001|14986*63486*001|15008*65304*001|15016*60291*001|15061*36120*001|15096*46923*001|15355*39328*001
2471	14939*71994*001|14960*32128*001|15030*71988*001|15051*37680*001|15083*60291*001|15340*25641*001
2974	15005*44464*001|15319*66654*001
3477	15127*71988*001
3980	15217*65902*001|15341*65331*001|15372*36000*001|15390*51936*001
4483	15324*43281*001
4986	15400*68646*001
674	14524*60300*001|14614*64800*001|14693*71988*001|14756*57600*001|14959*41654*001|14966*65036*001|14971*42520*001|15245*31302*001
1466	14683*61962*001|15007*56848*001
172	14394*72000*001|14408*48600*001|14522*66150*001|14643*72000*001|14743*71988*001|14788*47480*001|15384*64800*001
1969	14825*35763*001|14958*31262*001|14961*38445*001|14991*51344*001|15044*61416*001|15071*57460*001|15144*27327*001|15363*38445*001
2472	14940*36340*001|15032*42943*001|15322*56511*001
2975	15005*51344*001|15041*34560*001|15172*46260*001|15334*44163*001
3478	15128*59232*001
3981	15218*30396*001
4484	15324*62244*001
4987	15400*71988*001
675	14524*66150*001|14551*51940*001|14575*31885*001|14918*27428*001|14966*31262*001|15031*63633*001|15190*71964*001
1467	14683*71988*001|14750*50400*001|14871*62250*001|15012*30213*001|15012*63633*001|15232*41472*001|15252*40800*001
173	14395*40800*001|14425*48600*001|14498*61600*001|14502*35600*001|14613*61200*001|14666*35600*001|14999*56848*001|15029*34878*001|15088*55847*001|15169*67320*001|15375*71988*001
1970	14825*40290*001|14867*34950*001|14878*56400*001|15167*53280*001|15326*52731*001|15340*49896*001
2473	14940*43024*001|14957*57242*001
2976	15005*52720*001|15215*52046*001|15328*58275*001
3479	15129*27327*001|15210*45984*001
3982	15218*32128*001|15297*27428*001|15332*40194*001|15351*51690*001
4485	15324*69741*001
676	14524*72000*001|14580*50400*001|14830*67452*001|14870*41472*001|14904*63486*001|15211*31262*001|15211*63304*001|15334*30492*001
1468	14684*28542*001|14991*26576*001|14995*65104*001|15033*55278*001|15061*29880*001
174	14395*56400*001|14440*40800*001|14502*61600*001|14718*34112*001|14776*63076*001|14788*65304*001|14856*31050*001|14955*29530*001|14967*36458*001|14971*63304*001|15011*47782*001|15281*34560*001
1971	14825*47835*001|14936*67740*001|15371*71999*001
2474	14940*49708*001|14964*40788*001|14985*40336*001|15032*52621*001|15181*50940*001|15318*30933*001|15323*28287*001|15326*61908*001|15347*37562*001
2977	15006*28036*001|15066*29880*001|15179*27540*001
3480	15129*54978*001|15232*31302*001
3983	15218*32994*001|15330*38430*001
4486	15324*71064*001|15395*68646*001
677	14525*36900*001|14556*31885*001|14825*43308*001|14881*53676*001|14977*54978*001|14999*71984*001|15033*31884*001|15053*53871*001|15192*61750*001|15200*38800*001|15234*47574*001|15347*51690*001|15372*43200*001
1469	14684*31884*001|14787*47480*001|14795*30704*001|14996*43634*001|15095*63633*001|15209*68500*001|15324*67977*001|15357*41977*001
175	14395*72000*001|14401*43920*001|14623*72000*001|14653*38200*001|14658*51200*001|14745*54000*001|15023*65304*001|15366*41400*001
1972	14825*52362*001|14968*53778*001|15337*71505*001|15365*51690*001|15369*47275*001
2475	14940*56392*001|14953*43386*001|14960*26066*001|15140*27327*001|15201*53778*001|15228*71982*001|15314*60480*001
2978	15006*29454*001|15245*71982*001|15251*58224*001|15337*66213*001
3481	15130*33708*001|15203*62438*001|15204*43050*001|15321*35688*001|15339*36666*001
3984	15218*33860*001
4487	15325*30492*001
678	14525*48600*001|14733*36000*001|14927*61359*001|14964*56376*001|14990*67740*001|15078*33555*001|15330*56952*001
1470	14684*45252*001|14790*67532*001|14948*71964*001|15217*34726*001|15349*59637*001
176	14396*40800*001|14422*40800*001|14741*48594*001|14934*46470*001|14976*66701*001|15040*32745*001|15043*64434*001|15062*68961*001|15336*55790*001
1973	14825*53871*001|15199*37324*001|15212*30300*001|15328*54747*001|15352*31500*001
2476	14940*58620*001|15001*34832*001|15015*60686*001|15133*69948*001|15329*67536*001|15333*31374*001
2979	15006*37962*001|15040*28218*001|15047*55380*001|15210*45118*001|15321*26074*001|15328*45486*001
3482	15130*42216*001|15324*34020*001|15388*45252*001
3985	15218*36458*001|15334*28728*001|15337*67536*001|15342*61200*001|15349*30498*001
4488	15325*35784*001
679	14525*66150*001|14665*42441*001|14696*38568*001|15337*43281*001|15348*61200*001
1471	14685*28542*001|14816*69232*001|14908*44700*001|14970*46850*001|15052*41799*001|15101*36000*001|15144*48597*001
177	14396*56400*001|14409*40800*001|14471*46470*001|14514*51200*001|14582*48594*001|14635*57600*001|14917*50724*001|14921*63486*001|14994*54978*001|15014*53607*001|15088*31652*001|15100*55278*001|15102*61962*001|15200*53250*001|15321*51857*001|15344*63900*001
1974	14825*55380*001|14965*55510*001|14991*37584*001|15015*41330*001|15064*71979*001
2477	14940*63076*001|15131*65613*001|15134*65613*001|15212*38800*001|15260*49968*001|15336*27385*001|15354*61200*001|15371*53456*001
2980	15006*42216*001|15130*48597*001|15247*53676*001|15291*36900*001
3483	15130*50724*001|15318*59598*001
3986	15218*42520*001|15259*47216*001|15336*67589*001
4489	15325*41076*001
680	14525*72000*001|14625*36000*001|14639*64800*001|14720*43024*001|14728*43920*001|14770*31581*001|14835*67452*001|14902*29454*001|14990*32290*001
1472	14685*38568*001|14706*29656*001|14884*31302*001|14923*29656*001|14953*52912*001|15015*47782*001|15211*41654*001|15264*30704*001|15321*50983*001|15328*53424*001
178	14396*72000*001|14594*35226*001|14594*51936*001|14632*61200*001|14731*32220*001|14738*61200*001|14746*65304*001|14818*66480*001|14847*62925*001|14953*37324*001|14976*38445*001|14985*47216*001|15093*45252*001|15216*46450*001|15224*49608*001|15368*50400*001
1975	14825*65943*001|15019*55278*001|15312*38871*001|15340*54306*001|15351*41094*001|15360*30600*001|15362*32400*001|15372*47700*001
2478	14940*67532*001|15045*43308*001|15054*29727*001|15280*27952*001|15323*40194*001
2981	15006*43634*001|15016*55278*001|15398*51936*001
3484	15130*61359*001|15186*67320*001|15313*67977*001|15331*70648*001|15360*33300*001|15374*32400*001
3987	15218*43386*001
4490	15325*44163*001
681	14526*51940*001|14598*45252*001|14739*58620*001|14879*34950*001|14965*30396*001|14988*36544*001|15328*71946*001|15365*63169*001
1473	14685*41910*001|14717*48600*001|15013*50265*001|15190*52046*001
179	14397*72000*001|14648*51200*001|14681*55278*001|14884*37404*001|14960*71098*001|15121*32400*001|15320*69300*001|15354*26100*001
1976	14825*70470*001|14865*42750*001|15048*32745*001|15130*65613*001|15214*38190*001|15329*54747*001
2479	14941*29454*001|15338*64890*001
2982	15006*46470*001|15029*51008*001|15399*32400*001
3485	15130*67740*001|15248*50550*001|15291*57960*001|15357*53456*001
3988	15218*52912*001|15280*52720*001
4491	15325*63567*001
682	14526*65310*001|14610*68400*001|14811*54450*001|15023*36897*001|15217*27798*001|15295*50940*001
1474	14686*36000*001
180	14397*34560*001|14432*34560*001|14622*46800*001|14636*54000*001|14684*68646*001|14718*29656*001|14784*60848*001|14951*69366*001|14962*66768*001
1977	14826*37272*001|14968*32994*001|15201*37324*001|15365*55222*001
2480	14941*31581*001|15059*55380*001|15204*32000*001|15252*56400*001|15336*43991*001
2983	15006*47888*001|15049*61416*001|15094*46923*001|15207*41654*001|15301*51936*001
3486	15130*69867*001|15328*60921*001|15363*56988*001
3989	15218*54644*001|15330*30051*001
4492	15326*27385*001|15371*56105*001
683	14527*42750*001|14824*50853*001|14879*27150*001|14994*66322*001|15049*52362*001|15344*37800*001
1475	14686*46800*001|14709*41580*001|14748*61962*001|14849*32745*001|14949*37324*001|14995*36208*001|15003*49968*001|15050*49344*001|15173*29656*001|15194*70232*001|15332*69300*001|15346*32400*001
